topic_index,topic_rank,term_rank,feature,topic_loading,ngram_contrast_rank,ngram_z_score,ngram_ranking_score
73,45,4,q6 h,0.3496798254434319,435,2.755153755811872,1.2398191901153426
73,45,5,po q6,0.2468305835823825,1197,2.386392632288274,0.7159177896864822
73,45,6,mg po q6,0.24624853554156378,1163,2.4276374720407845,0.7282912416122354
73,45,7,po q6 h,0.23126185336364558,1560,2.2718029298369795,0.6247458057051695
73,45,8,h prn for,0.13979800457861966,2452,2.0130880164348657,0.5032720041087164
73,45,9,q8 h,0.13350434789558163,1119,2.2828241569028322,0.7419178509934206
73,45,10,po q8 h,0.12997206644188342,1001,2.3882744336440314,0.7761891909343103
73,45,11,h,0.12829353538199587,2161,2.1222665654804698,0.5305666413701174
73,45,12,mg po q8,0.12526137446323074,1236,2.1682132648097734,0.7046693110631764
73,45,13,po q8,0.12526137446323074,1235,2.1682132648097734,0.7046693110631764
73,45,14,q8,0.12384598218239003,1579,2.0684988525624695,0.6205496557687408
73,45,15,q8 h prn,0.11221496237231976,1658,2.0150093067027215,0.6045027920108165
9,46,1,albumin 3.9,0.4830461479797228,194,-2.882517545991455,1.729510527594873
9,46,2,albumin 3.9 g,0.4830461479797228,193,-2.882517545991455,1.729510527594873
9,46,3,3.9 g,0.4727885786548089,231,-2.875054963195865,1.6531566038376222
9,46,4,3.9 g dl,0.42557063689647007,213,-2.807954447596285,1.6847726685577709
9,46,5,3.9,0.21839656726196988,1994,-1.8405941156342553,0.5521782346902766
9,46,6,normal albumin 3.9,0.21502851619334176,270,-2.662473217612287,1.530922100127065
9,46,7,l albumin 3.9,0.11666698669776042,2530,-1.6547202176111675,0.49641606528335025
9,46,8,3.9 g dl.,0.09755985794577172,2879,-1.7085187248677587,0.4698426493386337
9,46,9,3.8,0.02908052666001106,1626,-2.022625836303939,0.6103995827417246
9,46,10,ast 32 u,0.02070609014918145,2982,1.846480596226604,0.461620149056651
9,46,11,node,0.01814683546061402,65,-3.121405877420767,2.497124701936613
9,46,12,moist. neck supple,0.017595347582108293,387,-2.4663384488426128,1.2948276856423715
9,46,13,membranes moist. neck,0.013636235722878884,1051,-2.168410750439353,0.7589437626537735
9,46,14,cockcroft-gault,0.013557025687405827,1422,-1.8691349486437796,0.6541972320253229
9,46,15,g12c mutation tp53,0.012856148104926768,361,2.546851003897599,1.3370967770462392
33,47,1,dizziness or,0.47590087667596276,18,-3.565754597735039,3.209179137961535
33,47,2,dizziness or focal,0.39011880801186166,238,-2.8120457775714995,1.616926322103612
33,47,3,dizziness,0.32950917739680735,59,-3.164811934426293,2.531849547541034
33,47,4,headaches dizziness,0.27969683188909156,565,-2.407618447650543,1.0834283014427444
33,47,5,no headaches dizziness,0.2785969614276011,572,-2.395009920419165,1.0777544641886243
33,47,6,headaches dizziness or,0.24439839794482054,1097,-2.299214531604558,0.7472447227714814
33,47,7,or focal deficits.,0.22317199351081665,211,-2.8166896882331,1.69001381293986
33,47,8,focal deficits. -,0.1481449234742842,640,-2.2251613588768784,1.0013226114945952
33,47,9,deficits. -,0.10654338142507236,1918,-1.7386694351621548,0.5650675664277003
33,47,10,focal deficits.,0.09570051345091679,1858,-1.765239646401993,0.5737028850806477
33,47,11,grossly intact,0.09125961698430217,497,-2.4580832280882854,1.1675895333419355
33,47,12,neurologic grossly,0.08638727967270188,835,-2.1245908798807136,0.8498363519522855
33,47,13,- neurologic no,0.08446176709789967,1064,-2.161321076631422,0.7564623768209977
33,47,14,neurologic grossly intact,0.08407828636336771,792,-2.1967255294280426,0.8786902117712171
33,47,15,grossly,0.07524789912025164,1057,-2.1634901196069354,0.7572215418624273
24,48,1,- mother died,0.4599603415314039,90,3.291159452820732,2.3038116169745124
24,48,2,mother died,0.3975213479353741,217,2.9074711312039208,1.6717959004422542
24,48,3,mother died of,0.38562079944838246,247,2.879424811585412,1.5836836463719768
24,48,4,of breast cancer,0.3473362143569996,311,2.8611974023893487,1.4305987011946744
24,48,5,died of breast,0.3467550563334935,356,2.8331669116517566,1.3457542830345843
24,48,6,of breast,0.33601499240452687,369,2.79603779263216,1.328117951500276
24,48,7,died,0.16426666144637456,2589,1.79143526523137,0.4926446979386268
24,48,8,retired schoolteacher,0.09722735307086772,1123,2.1141489755408367,0.7399521414392928
24,48,9,schoolteacher,0.09634881509573422,1101,2.1315705403821985,0.7460496891337695
24,48,10,age 80,0.0808828370963176,2018,-1.8282103065657838,0.5484630919697351
24,48,11,at age 80,0.06203168535627507,2674,-1.7615723624628024,0.4844323996772707
24,48,12,age 82,0.05205026676575949,2009,-2.0016743512944393,0.5504604466059708
24,48,13,elementary school teacher.,0.04861761593964131,1401,2.197780766712621,0.6593342300137862
24,48,14,husband,0.04501906234427592,2578,1.9325564499453116,0.49349209346817785
24,48,15,breast,0.04066753540981247,2431,1.8354985617503945,0.5047621044813585
29,49,1,wbc 9.0 k,0.4460652479845036,286,-2.692378271610844,1.4808080493859643
29,49,2,cbc wbc 9.0,0.43335828109345625,346,-2.584817200490289,1.3570290302574015
29,49,3,9.0,0.430703133575967,402,-2.4377909174692345,1.279840231671348
29,49,4,wbc 9.0,0.430277865803747,555,-2.314842270019396,1.099550078259213
29,49,5,9.0 k,0.32452297706850874,1000,-2.071243857049499,0.7767164463935621
29,49,6,osteoblastic,0.06451177400791096,862,-2.377240224364889,0.832034078527711
29,49,7,evidence of intracranial,0.04167849604669594,271,-2.6489684217626306,1.5231568425135125
29,49,8,low-level,0.03866381455250925,2827,-1.7219080622983365,0.4735247171320426
29,49,9,abdomen pelvis ct,0.038081454474720354,558,2.5783939584902047,1.095817432358337
29,49,10,disease or,0.03722267437293141,537,-2.3519096692649097,1.117157092900832
29,49,11,or focal deficits.,0.03589852829328601,211,-2.8166896882331,1.69001381293986
29,49,12,of intracranial,0.0357742243413501,479,-2.5014918257468426,1.1882086172297501
29,49,13,lung or,0.032629489165898,192,-2.7703506823976047,1.731469176498503
29,49,14,3 months for,0.031753267064828096,78,-3.085250803661869,2.391069372837948
29,49,15,strongly,0.03065980221559819,2537,-1.8035175361987035,0.4959673224546435
41,50,1,deletion egfr,0.6390126818141302,149,2.906944522842995,1.9621875529190216
41,50,2,cdkn2a deletion egfr,0.3663704442918476,659,2.4553668846035897,0.9821467538414359
41,50,3,deletion egfr wild-type,0.26167928006182933,2019,1.993810499257145,0.5482978872957149
41,50,4,cdkn2a,0.23548736542780171,839,2.2599899666553136,0.8474962374957427
41,50,5,and cdkn2a,0.19930696708360904,830,2.2777194552305704,0.8541447957114638
41,50,6,cdkn2a homozygous,0.1445309369576947,1777,1.949818183608402,0.5849454550825206
41,50,7,demonstrated kras,0.12971626713238235,229,2.7563048725803316,1.653782923548199
41,50,8,demonstrated kras g12c,0.12971626713238235,230,2.7563048725803316,1.653782923548199
41,50,9,deletion,0.1256501971997889,2515,1.8123640130610728,0.49840010359179504
41,50,10,homozygous,0.11379172369800387,1372,1.9025975499830192,0.6659091424940566
41,50,11,cell-cycle,0.11330703013602479,1183,2.220166588550306,0.7215541412788495
41,50,12,deletion.,0.09913242141623568,2472,1.672795054623918,0.5018385163871754
41,50,13,deletion exons,0.07869795224560676,2028,1.9856257522518284,0.5460470818692529
41,50,14,exons 1-2,0.07700284638543899,1052,2.168237390231664,0.7588830865810823
41,50,15,homozygous deletion exons,0.07537087644533592,1886,2.0687678228384874,0.5689111512805841
67,51,1,segment vii,0.4674121183779884,1223,-2.0264037715880376,0.7092413200558131
67,51,2,vii,0.4563293593207494,1250,-1.99511964529092,0.698291875851822
67,51,3,in segment vii,0.39413248290789116,1249,-2.150380400354888,0.6988736301153387
67,51,4,segment,0.2436167314075157,915,-2.017172171983999,0.8068688687935996
67,51,5,- spleen,0.21826616310198066,256,-2.615312536940792,1.5691875221644753
67,51,6,hepatic lesion in,0.175388791383301,788,-2.3528638958101067,0.8823239609287901
67,51,7,- spleen pancreas,0.1487932008670007,470,-2.4037485044530658,1.2018742522265329
67,51,8,hepatic segment,0.14638664199859042,1023,-2.0523838171191193,0.7696439314196697
67,51,9,in hepatic,0.1384007718733472,1582,-1.9082042975829299,0.6201663967144522
67,51,10,in hepatic segment,0.1274506722586091,1455,-1.9916493172334764,0.6472860281008799
67,51,11,lesion in hepatic,0.11435105549432116,1764,-1.808286752612952,0.5876931945992094
67,51,12,portal-venous phase,0.10256030917683057,1804,1.9239189955075868,0.5806112682871111
67,51,13,1.2 cm hypodense,0.08241037760293614,1593,-2.0570638697136214,0.6171191609140864
67,51,14,identified. - spleen,0.08131793955383763,1281,-2.120015224100719,0.6890049478327337
67,51,15,hepatic metastasis.,0.07871970086984528,2811,-1.9000006355262655,0.4750001588815664
13,52,1,left lower lobectomy,0.6535061450454022,228,-2.7581316290786453,1.654878977447187
13,52,2,lower lobectomy,0.31910586068382346,1049,-2.169202028486131,0.7592207099701458
13,52,3,lower lobectomy with,0.2546763977373655,1272,-2.1273920432515747,0.6914024140567618
13,52,4,history - left,0.23585010393798536,496,-2.595730636612583,1.1680787864756625
13,52,5,left lower-lobe adenocarcinoma,0.20878975944947112,295,-2.6359819794795714,1.4497900887137645
13,52,6,underwent a left,0.20796150651371562,136,-2.9869654497239804,2.0162016785636867
13,52,7,post left lower,0.181070631521175,996,-2.396648353447807,0.7789107148705373
13,52,8,post left,0.1373335877128988,2491,-1.6676713286602685,0.5003013985980805
13,52,9,status post left,0.1373335877128988,2492,-1.6676713286602685,0.5003013985980805
13,52,10,prior left,0.1313770705837883,267,-2.6659393512603065,1.5329151269746761
13,52,11,a left lower,0.12487535406872959,1488,-1.9711523159922404,0.6406245026974782
13,52,12,lower lobectomy and,0.09988416610055763,1136,-2.099917176552274,0.7349710117932959
13,52,13,lower-lobe adenocarcinoma,0.09603933370020205,588,-2.3349208575063574,1.050714385877861
13,52,14,adjuvant,0.08092866371310885,1088,-2.3040505462818177,0.7488164275415908
13,52,15,node dissection,0.07553988090013146,499,-2.5936179758766422,1.167128089144489
56,53,1,perilesional,0.58044983991648,5,3.658053755527793,3.658053755527793
56,53,2,perilesional edema,0.29752449466968156,332,2.6500656719177074,1.391284477756796
56,53,3,perilesional edema.,0.2474934206862179,288,2.680732916950907,1.474403104322999
56,53,4,frontal,0.20465075726127532,618,2.409686167347712,1.0241166211227775
56,53,5,three enhancing,0.1781791263361517,453,2.573985997271593,1.2226433487040065
56,53,6,frontal lobe,0.16252008284020728,336,2.636395522379395,1.3841076492491822
56,53,7,brain metastases,0.1204721739966901,262,2.8187374786072743,1.550305613234001
56,53,8,three enhancing lesions,0.1160783401693617,1169,2.420464647449431,0.7261393942348292
56,53,9,- neurologic cranial,0.10691498831062977,21,3.4510293474665046,3.105926412719854
56,53,10,mass effect,0.10056219457114864,576,2.523670727199853,1.0725600590599373
56,53,11,effect,0.09831835273897804,486,2.629840362390834,1.1834281630758754
56,53,12,stereotactic,0.09303598656026683,373,2.651915240851123,1.3259576204255614
56,53,13,srs,0.0894284479777366,1425,2.3751248202345527,0.6531593255645021
56,53,14,surrounding,0.08459070954263896,1173,2.2286236920186697,0.7243026999060677
56,53,15,radiosurgery,0.08439255476808595,1024,2.3654173583016957,0.7687606414480511
47,54,1,88,0.7313405229746842,37,3.0691391217094406,2.838953687581233
47,54,2,hr 88,0.2735685360934958,1462,1.846422737488625,0.6462479581210188
47,54,3,hr 88 bpm,0.2735685360934958,1461,1.846422737488625,0.6462479581210188
47,54,4,88 bpm,0.26481456861732416,1680,1.8477389431638034,0.6005151565282362
47,54,5,mmhg hr 88,0.1807163571796461,2891,1.4414086074115082,0.46845779740874016
47,54,6,limited functional,0.11763048227506313,911,2.306471376096349,0.8072649816337221
47,54,7,- limited functional,0.0985862910588121,450,2.584071409123594,1.227433919333707
47,54,8,- limited,0.09848916065863643,232,2.636498281558674,1.6478114259741714
47,54,9,3 - limited,0.09140730748005949,1419,2.3818438155161816,0.65500704926695
47,54,10,respiratory cough dyspnea,0.06391809904293318,61,3.2409352026368454,2.511724782043555
47,54,11,and ldh in,0.059575263386440085,777,2.368594410855027,0.8882229040706352
47,54,12,bilaterally. no,0.058447480637594564,469,2.5306559756912947,1.202061588453365
47,54,13,ldh in,0.056725610583909646,953,2.260419199642365,0.7911467198748278
47,54,14,1.5 k l,0.0561996628465379,448,-2.5869913699082163,1.2288209007064026
47,54,15,in mild,0.05325777203307475,2253,1.898027173592343,0.5219574727378944
35,55,1,left occipital,0.510963574428359,19,3.2659278625196206,3.18427966595663
35,55,2,occipital,0.4052511997830526,791,2.344991551215338,0.8793718317057517
35,55,3,occipital lobe,0.3977514071797827,318,2.5686322587218133,1.4127477422969974
35,55,4,three enhancing,0.1624969011764118,453,2.573985997271593,1.2226433487040065
35,55,5,right cerebellar,0.13862262110506557,796,2.3415181823116256,0.8780693183668595
35,55,6,cerebellar,0.13604707827453985,275,2.74875819352511,1.5118170064388108
35,55,7,right cerebellar hemisphere,0.12919509020132794,602,2.4449187581984737,1.0390904722343512
35,55,8,hemisphere,0.12617575727784539,316,2.6938030984758528,1.4142466266998224
35,55,9,cerebellar hemisphere,0.12056393089136296,457,2.566847839469304,1.2192527237479194
35,55,10,three enhancing lesions,0.11621780077727435,1169,2.420464647449431,0.7261393942348292
35,55,11,brain metastases,0.11210555391152244,262,2.8187374786072743,1.550305613234001
35,55,12,0.7 cm,0.10813556131714068,319,2.565514210392488,1.4110328157158687
35,55,13,stereotactic,0.10434416692162259,373,2.651915240851123,1.3259576204255614
35,55,14,radiosurgery,0.10010105420069108,1024,2.3654173583016957,0.7687606414480511
35,55,15,stereotactic radiosurgery,0.09713440825678994,1010,2.385370588076064,0.7752454411247208
6,56,1,out work activities,0.2593616185991296,151,3.0594901242717283,1.9121813276698303
6,56,2,ambulatory capable of,0.25826075981416136,75,3.1207027336123923,2.418544618549604
6,56,3,ambulatory capable,0.25826075981416136,74,3.1207027336123923,2.418544618549604
6,56,4,out work,0.24898939531591804,195,2.875237684339159,1.7251426106034953
6,56,5,carry out work,0.24898939531591804,196,2.875237684339159,1.7251426106034953
6,56,6,2 ambulatory capable,0.22969647624018638,292,2.9237036125254843,1.4618518062627421
6,56,7,of self-care but,0.20630084102017132,609,2.5866911540114086,1.0346764616045634
6,56,8,self-care but unable,0.19813320783232255,681,2.5531376384564157,0.9574266144211558
6,56,9,work activities,0.19072461147464112,754,2.5779055709727507,0.9022669498404627
6,56,10,unable to carry,0.18188890516541945,997,2.394108012472594,0.7780851040535931
6,56,11,but unable,0.17746902091082342,1063,2.327603359176486,0.756471091732358
6,56,12,but unable to,0.17746902091082342,1062,2.327603359176486,0.756471091732358
6,56,13,capable of self-care,0.17093725346911604,624,2.5416550060667404,1.0166620024266961
6,56,14,of self-care,0.17093725346911604,625,2.5416550060667404,1.0166620024266961
6,56,15,work,0.165875459382979,328,2.7954725897237354,1.3977362948618677
85,57,1,>50 % of,0.3829350305877561,501,2.587003017058683,1.1641513576764073
85,57,2,>50 %,0.3746959633268947,574,2.5327028149584594,1.0763986963573453
85,57,3,>50,0.35321514331329734,653,2.464773633960913,0.9859094535843653
85,57,4,% of waking,0.3346421513746376,728,2.4539219675489736,0.9202207378308651
85,57,5,waking,0.28223079998984235,1339,2.075682523885935,0.6745968202629289
85,57,6,of waking,0.2641278901353505,1667,2.011220995442637,0.6033662986327911
85,57,7,- limited,0.2406472360148634,232,2.636498281558674,1.6478114259741714
85,57,8,self-care,0.2255469952224417,166,3.0239171615548224,1.8143502969328933
85,57,9,3 - limited,0.16446531244546211,1419,2.3818438155161816,0.65500704926695
85,57,10,assistance,0.11795043319994554,2772,1.5951981954611572,0.47855945863834715
85,57,11,- limited functional,0.10107873669701944,450,2.584071409123594,1.227433919333707
85,57,12,limited functional,0.09310374211291993,911,2.306471376096349,0.8072649816337221
85,57,13,goals of care,0.06893989887251077,2533,1.8045176529945703,0.4962423545735069
85,57,14,reports persistent,0.061025896969212616,1298,2.104886677074954,0.6840881700493601
85,57,15,any systemic,0.05948588848219275,665,2.3346115197345028,0.9755340993176316
66,58,1,bun 22 mg,0.3492700538104716,2702,-1.753535819018396,0.48222235023005894
66,58,2,bun 22,0.3492700538104716,2704,-1.753535819018396,0.48222235023005894
66,58,3,22 mg,0.3492700538104716,2703,-1.753535819018396,0.48222235023005894
66,58,4,22 mg dl,0.3478242478601681,2758,-1.7426424533063056,0.4792266746592341
66,58,5,1.5 mg,0.23532395634209133,1567,-2.0764050440536725,0.6229215132161018
66,58,6,45 ml,0.2269246575211166,1517,-2.307809344055729,0.6346475696153255
66,58,7,1.5 mg dl,0.21520846215170555,2369,-1.8595410243565198,0.511373781698043
66,58,8,high bun,0.19866986510251294,1572,-1.7766897087710218,0.6218413980698576
66,58,9,45 ml min,0.1926035040775943,2152,-2.1257619237340357,0.5314404809335089
66,58,10,48 ml,0.1615526391396923,1917,-2.055500724726158,0.5652626992996935
66,58,11,48 ml min,0.16055157952017207,1873,-2.0766707061284775,0.5710844441853313
66,58,12,44 ml,0.13143407805481447,2548,-1.9815379385565417,0.4953844846391354
66,58,13,44 ml min,0.13056004231155724,2546,-1.9820513409123615,0.49551283522809036
66,58,14,avoid,0.07834319573953435,1639,-1.8712484556135602,0.6081557480744071
66,58,15,and renal function.,0.07347845405832042,2010,-2.0013912439763537,0.5503825920934973
90,59,1,iv large-cell nsclc,0.5364451630639636,590,2.4702194730295104,1.0498432760375418
90,59,2,iv large-cell non-small,0.20909621168308054,2346,2.053330747218423,0.5133326868046058
90,59,3,of sheets,0.18584683672529725,1837,1.9216591548627255,0.5764977464588177
90,59,4,composed of sheets,0.18584683672529725,1836,1.9216591548627255,0.5764977464588177
90,59,5,of sheets and,0.18584683672529725,1838,1.9216591548627255,0.5764977464588177
90,59,6,nsclc kras,0.17609548643050807,2320,1.7178411705188172,0.5153523511556451
90,59,7,frequent mitoses,0.15155080558728606,691,2.379601105139788,0.9518404420559152
90,59,8,a negative,0.14609693384578729,2547,1.9816423313215399,0.49541058283038497
90,59,9,lower lobe,0.1361195808181621,1091,-2.1372966810496927,0.7480538383673924
90,59,10,lower,0.12554323788956678,980,-2.0876412243065197,0.7828654591149449
90,59,11,napsin a negative,0.11275221600349923,2105,1.9514021891979372,0.5366356020294327
90,59,12,histology,0.11008045776653856,621,2.5490552777500946,1.0196221111000379
90,59,13,negative no squamous,0.10440642850246118,1424,-2.0111992954428324,0.6536397710189206
90,59,14,the right lower,0.09995381113940767,2680,-1.7594258116705919,0.4838420982094128
90,59,15,differentiated,0.09402484233339953,1981,2.0179999655681233,0.554949990531234
25,60,1,new 2.5 cm,0.5072392888485883,445,-2.4624480334660035,1.2312240167330017
25,60,2,new 2.5,0.5061527537484359,447,-2.4595427968780337,1.2297713984390168
25,60,3,2.5 cm,0.41744591091631317,1285,-2.1175328287485606,0.6881981693432823
25,60,4,2.5,0.33746212677415555,551,-2.4475477195056867,1.101396473777559
25,60,5,a new 2.5,0.26152513120238036,1507,-2.122289239203879,0.6366867717611636
25,60,6,measuring 2.5 cm,0.15518118531858113,2177,-1.6281838643011743,0.5291597558978817
25,60,7,a 2.5,0.11767954715924307,2134,-1.9405007951197448,0.5336377186579299
25,60,8,ct identified a,0.057499448513914475,391,-2.7205077560994853,1.2922411841472554
25,60,9,ct identified,0.056401446354049374,403,-2.682355459753441,1.2741188433828843
25,60,10,recurrence,0.05104880790281439,281,-2.7140235858574675,1.4927129722216073
25,60,11,parenchyma.,0.049109098493332705,322,-2.5588904233263774,1.4073897328295077
25,60,12,solid nodule in,0.04687523296134025,799,-2.1899239107960957,0.8759695643184383
25,60,13,nodule in the,0.04240713228744474,2777,-1.7375720478370764,0.47783231315519603
25,60,14,- no enhancing,0.04200082309698841,958,-2.2585754191482095,0.7905013967018732
25,60,15,nodule in,0.04136334523939895,2504,-1.8164534823911016,0.49952470765755297
80,61,1,laboratory results cbc,0.3786940236423188,1635,-2.0292864320967325,0.6087859296290198
80,61,2,results cbc,0.37391646329738526,1713,-1.9837815651432584,0.5951344695429776
80,61,3,results cbc -,0.33538685086736325,2793,-1.9065071590161904,0.4766267897540476
80,61,4,ul,0.29302857670111937,1751,-1.967788300391898,0.5903364901175694
80,61,5,k ul,0.2930285767011193,1752,-1.967788300391898,0.5903364901175694
80,61,6,k ul reference,0.21522160380952257,1930,-1.8761388649200021,0.5628416594760006
80,61,7,ul reference,0.21522160380952252,1929,-1.8761388649200021,0.5628416594760006
80,61,8,reference 150-400,0.16243310946063214,2358,-1.8630100788516586,0.5123277716842062
80,61,9,ul reference 150-400,0.16242094532923884,2356,-1.8635537745799908,0.5124772880094975
80,61,10,reference 150-400 -,0.16242094532923881,2355,-1.8635537745799908,0.5124772880094975
80,61,11,150-400 -,0.16018639760964562,2421,-1.8383218024723547,0.5055384956798976
80,61,12,150-400 - normal,0.15918800235183714,2429,-1.8363111151196436,0.504985556657902
80,61,13,reference 1.5-8.0 -,0.14875362914778353,2893,-1.7034580893918367,0.46845097458275514
80,61,14,reference 1.5-8.0,0.14875362914778353,2894,-1.7034580893918367,0.46845097458275514
80,61,15,ul reference 1.5-8.0,0.14875362914778353,2892,-1.7034580893918367,0.46845097458275514
42,62,1,weight 78,0.47502747134282725,303,-2.6166273583363613,1.439145047084999
42,62,2,78 kg,0.46271824607110124,366,-2.534286371678142,1.3305003451310242
42,62,3,weight 78 kg,0.4527510242244923,380,-2.4814234040459153,1.3027472871241053
42,62,4,air weight 78,0.3389250972331624,758,-2.248809783595138,0.8995239134380553
42,62,5,--- bp 128,0.1428699884924531,261,-2.5989803742224344,1.5593882245334607
42,62,6,78 kg bmi,0.13535430948187427,2565,-1.6485139323803213,0.4945541797140964
42,62,7,25.5,0.12613163146289577,2712,-1.606468438222108,0.48194053146663235
42,62,8,bmi 25.5,0.12613163146289577,2711,-1.606468438222108,0.48194053146663235
42,62,9,78 kg stable,0.11339949935495568,2646,-1.7756607982429298,0.4883067195168057
42,62,10,physical examination vital,0.09098833878118319,1094,-2.1360137676895823,0.7476048186913538
42,62,11,examination vital,0.09098833878118318,1093,-2.1360137676895823,0.7476048186913538
42,62,12,examination vital signs,0.09098833878118318,1095,-2.1360137676895823,0.7476048186913538
42,62,13,. he,0.09025443916487151,69,-3.163883302578308,2.4520095594981886
42,62,14,--- ---,0.08837821868088473,2862,-1.8835548167608815,0.4708887041902204
42,62,15,he,0.08787299632492858,1885,-1.897511823685668,0.5692535471057004
17,63,1,right frontal,0.5773273479473234,353,2.7065952135234346,1.3532976067617173
17,63,2,right frontal lobe,0.46489340867675183,171,2.8841572323402858,1.8025982702126786
17,63,3,cerebellar,0.22302564781042236,275,2.74875819352511,1.5118170064388108
17,63,4,- right frontal,0.2143890636304603,1061,2.3278318196959376,0.7565453414011797
17,63,5,frontal,0.20735219696594562,618,2.409686167347712,1.0241166211227775
17,63,6,hemisphere,0.16641321650293095,316,2.6938030984758528,1.4142466266998224
17,63,7,cerebellar hemisphere,0.15713505318661553,457,2.566847839469304,1.2192527237479194
17,63,8,frontal lobe,0.1501905672073508,336,2.636395522379395,1.3841076492491822
17,63,9,brain metastases,0.14393589968403475,262,2.8187374786072743,1.550305613234001
17,63,10,the right frontal,0.13546234377569036,1749,2.1478627186647943,0.5906622476328185
17,63,11,cm left cerebellar,0.1260650217478354,2708,1.9282383363647444,0.4820595840911861
17,63,12,brain metastases.,0.09100473872246058,323,2.8030964696257947,1.4015482348128974
17,63,13,stereotactic,0.08884320201330287,373,2.651915240851123,1.3259576204255614
17,63,14,stereotactic radiosurgery,0.0882063621020228,1010,2.385370588076064,0.7752454411247208
17,63,15,radiosurgery,0.08772032958820253,1024,2.3654173583016957,0.7687606414480511
37,64,1,hgb 12.8,0.5017295044594418,348,-2.5790427008143175,1.3539974179275165
37,64,2,hgb 12.8 g,0.5017295044594418,349,-2.5790427008143175,1.3539974179275165
37,64,3,12.8 g,0.3717930498473078,1275,-1.971123243488514,0.6898931352209798
37,64,4,12.8 g dl,0.37029177135926544,1287,-1.9648840121509634,0.6877094042528371
37,64,5,12.8,0.34048951106907105,1541,-1.9354976476777133,0.6290367354952568
37,64,6,radiation,0.04146564359214205,241,2.922741090082179,1.6075075995451984
37,64,7,vomiting diarrhea or,0.039491255020239736,1039,-2.3489115171753543,0.7633962430819902
37,64,8,ml min cockcroft-gault,0.03934909744541688,433,-2.4826805986748894,1.2413402993374447
37,64,9,min cockcroft-gault,0.038352756045432555,488,-2.4826805986748894,1.1792732843705724
37,64,10,wbc 6.2,0.03512922202475189,2141,-1.9372789767958452,0.5327517186188575
37,64,11,secondary,0.03508045989021294,1596,2.2410564584979165,0.616290526086927
37,64,12,lower lobe,0.03462229421687071,1091,-2.1372966810496927,0.7480538383673924
37,64,13,lower,0.03256678555335559,980,-2.0876412243065197,0.7828654591149449
37,64,14,5.9,0.03214307715118634,914,-2.1519488699030935,0.8069808262136601
37,64,15,vomiting diarrhea,0.03126299508125652,1193,-2.204859777793368,0.7165794277828446
98,65,1,growth-factor,0.39953396783086176,2151,1.932524754971559,0.5314443076171788
98,65,2,growth-factor support <new,0.3637716659627406,331,2.7859166328048794,1.3929583164024397
98,65,3,growth-factor support,0.3564014089060375,1816,2.1047565088631917,0.5788080399373777
98,65,4,with outpatient growth-factor,0.24239699996419606,1859,2.0857177401893114,0.5735723785520607
98,65,5,outpatient growth-factor support,0.21538692918514876,2357,2.0494993115907163,0.5123748278976791
98,65,6,support <new,0.18698599435113797,1576,2.071818421517549,0.6215455264552646
98,65,7,support <new note>,0.18698599435113797,1575,2.071818421517549,0.6215455264552646
98,65,8,and right,0.11619827824903245,35,3.2923110701338905,2.880772186367154
98,65,9,- spleen,0.10434966196280693,256,-2.615312536940792,1.5691875221644753
98,65,10,home with,0.09343967827784605,748,2.4117628281164265,0.9044110605436599
98,65,11,support,0.09228105640758877,2610,1.965197562889714,0.4912993907224285
98,65,12,1.5 k,0.09185676331208482,485,-2.4924268456054426,1.183902751662585
98,65,13,taxane-based,0.0907927746053619,1177,2.223744249263906,0.7227168810107695
98,65,14,disposition home with,0.08301945791591736,1069,2.3211996724903656,0.7543898935593688
98,65,15,on day,0.0824293955602156,810,-2.303949416919702,0.8639810313448884
38,66,1,hemoptysis unexplained weight,0.29888058210069607,439,-2.3539209258304794,1.2358084860610015
38,66,2,hemoptysis unexplained,0.29888058210069607,438,-2.3539209258304794,1.2358084860610015
38,66,3,cough hemoptysis unexplained,0.2800683400364761,571,-2.2703254501339725,1.0784045888136369
38,66,4,signs of recurrence,0.25414370250388746,511,-2.420829652708759,1.1498940850366604
38,66,5,recurrence new cough,0.24768029730088434,736,-2.2813432282022794,0.9125372912809118
38,66,6,of recurrence new,0.23358589367878893,841,-2.2582050727861755,0.8468269022948158
38,66,7,recurrence new,0.21787949281077634,1243,-2.1605739277495326,0.7021865265185981
38,66,8,3 months for,0.20246017298418417,78,-3.085250803661869,2.391069372837948
38,66,9,recurrence,0.1593589795880779,281,-2.7140235858574675,1.4927129722216073
38,66,10,continue lisinopril,0.13501687108717236,177,-2.7495536928342497,1.7872099003422623
38,66,11,postoperative changes,0.11866274113958082,314,-2.7111598561381594,1.4233589244725333
38,66,12,post-lobectomy,0.112761222703941,616,-2.5640963634025637,1.0256385453610255
38,66,13,in 3 months,0.10877237465814128,1260,-2.137189424739968,0.6945865630404896
38,66,14,- status post,0.10159541024313894,1105,-1.9876315975767993,0.7453618490912998
38,66,15,post-operative,0.09954816716940128,552,-2.5904736010544336,1.1009512804481343
7,67,1,john,0.4647143989747371,701,-2.3502984571685603,0.9401193828674241
7,67,2,patient john,0.4146519805589852,722,-2.306619413756683,0.9226477655026732
7,67,3,present illness john,0.3363245300563969,289,-2.679867480195117,1.4739271141073143
7,67,4,illness john,0.3363245300563969,290,-2.679867480195117,1.4739271141073143
7,67,5,report patient john,0.2658898091717176,639,-2.5043068080285633,1.0017227232114254
